propertyid,node_id,grocery_2k,lightrail_2k,transit_cen_2k,food_drink_2k,cafe_2k,college_2k,entertainment_2k,parks_2k,tract_fips,bg_fips
1338528,38744905,0.0,2.0,0.0,2.0,3.0,0.0,0.0,25.0,41067031611,410670316112
9923684,40696116,7.0,17.0,0.0,76.0,15.0,0.0,1.0,30.0,41051002100,410510021002
7528891,47313974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,53011042600,530110426003
9260892,38763653,0.0,0.0,0.0,2.0,1.0,0.0,0.0,26.0,41067031610,410670316105
6028604,3785706086,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,53011041600,530110416001
4332644,38777892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,41067031907,410670319075
9811263,3722831666,0.0,3.0,1.0,19.0,6.0,1.0,0.0,46.0,41067031100,410670311002
9066128,40654810,7.0,0.0,0.0,27.0,6.0,0.0,0.0,13.0,41051003000,410510030003
9224493,4190908900,5.0,21.0,0.0,46.0,21.0,1.0,4.0,28.0,41051004500,410510045001
9565885,40415947,4.0,19.0,0.0,38.0,16.0,1.0,4.0,27.0,41051004500,410510045001
4269693,37475477,1.0,0.0,0.0,12.0,2.0,1.0,1.0,13.0,41005021602,410050216021
8913950,4170618770,1.0,0.0,0.0,12.0,2.0,1.0,1.0,12.0,41005021602,410050216021
7768895,1236599117,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,41067031504,410670315044
7768793,38822808,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,41067031609,410670316091
6802029,3988780507,5.0,3.0,1.0,9.0,6.0,0.0,0.0,23.0,41051008100,410510081002
7768186,2072382811,0.0,0.0,0.0,6.0,3.0,0.0,0.0,26.0,41051010100,410510101002
4221438,1983707861,1.0,0.0,0.0,4.0,1.0,0.0,0.0,11.0,41067030101,410670301013
4365668,38746466,0.0,0.0,0.0,6.0,4.0,0.0,0.0,34.0,41067031706,410670317061
721564,40650994,0.0,0.0,0.0,7.0,2.0,0.0,0.0,29.0,41051010100,410510101002
7770546,40761322,0.0,0.0,0.0,7.0,2.0,0.0,0.0,32.0,41051010100,410510101002
7986847,40586050,5.0,17.0,1.0,51.0,11.0,1.0,1.0,25.0,41051002402,410510024021
4665344,40441034,2.0,2.0,0.0,2.0,1.0,0.0,1.0,14.0,41051007202,410510072021
5838477,2005707431,2.0,57.0,0.0,42.0,38.0,4.0,5.0,45.0,41051005700,410510057002
10241427,38750932,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,41067031911,410670319111
6097575,1370679417,0.0,0.0,0.0,2.0,3.0,0.0,1.0,71.0,41067031911,410670319111
9147165,1319678064,8.0,6.0,0.0,57.0,20.0,0.0,2.0,26.0,41051001201,410510012012
9428495,40695004,6.0,0.0,0.0,47.0,21.0,0.0,2.0,25.0,41051001301,410510013013
9145763,40458022,6.0,0.0,0.0,25.0,15.0,0.0,2.0,15.0,41051001400,410510014002
9423741,47393635,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,53011041009,530110410092
4178752,1215556618,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53011041003,530110410032
7929600,1254702116,0.0,1.0,1.0,4.0,2.0,0.0,0.0,32.0,41067031609,410670316092
8769995,3574803542,0.0,0.0,0.0,3.0,1.0,0.0,0.0,55.0,41067032104,410670321042
6069945,2005241417,1.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,41051008400,410510084002
7768269,1503590031,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,41005020501,410050205012
721779,5042305792,8.0,70.0,1.0,74.0,50.0,4.0,8.0,40.0,41051005100,410510051001
4369410,1985160629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,41005022105,410050221052
7761705,37413743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,41005022105,410050221053
9392933,40580702,1.0,5.0,1.0,21.0,6.0,1.0,2.0,28.0,41051003501,410510035011
4576775,38765818,0.0,0.0,0.0,5.0,4.0,0.0,0.0,27.0,41067031617,410670316171
8860076,40440752,4.0,0.0,0.0,6.0,2.0,0.0,0.0,19.0,41051004200,410510042002
8945328,38741602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,41067033500,410670335002
4753031,1298732173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,41051006404,410510064041
4304845,1474686083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,41005020303,410050203031
9162613,40651289,6.0,52.0,0.0,73.0,46.0,4.0,8.0,51.0,41051004602,410510046021
1530894,675031966,0.0,0.0,0.0,6.0,4.0,0.0,0.0,28.0,41067031617,410670316172
6993950,40692424,0.0,0.0,0.0,11.0,3.0,0.0,0.0,16.0,41051010411,410510104112
1520262,1514641217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41051006404,410510064042
7761142,1240481332,0.0,3.0,0.0,2.0,4.0,0.0,0.0,25.0,41067031613,410670316134
9737706,40728202,1.0,8.0,0.0,0.0,4.0,1.0,0.0,32.0,41051005900,410510059001
9432130,4190257975,1.0,8.0,0.0,0.0,4.0,1.0,0.0,32.0,41051005900,410510059001
4449912,4246981348,0.0,4.0,1.0,19.0,4.0,0.0,0.0,19.0,41051010001,410510100012
9889257,38790190,0.0,3.0,1.0,20.0,6.0,1.0,0.0,43.0,41067031100,410670311002
6766351,1234951963,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,53011040605,530110406053
9228787,349355496,0.0,0.0,0.0,2.0,3.0,0.0,0.0,27.0,41067030102,410670301021
8898466,40648318,8.0,30.0,0.0,58.0,27.0,3.0,4.0,32.0,41051004800,410510048001
7757946,40598961,0.0,13.0,0.0,2.0,5.0,1.0,0.0,29.0,41051005900,410510059001
9008621,3172895013,0.0,1.0,0.0,4.0,3.0,0.0,0.0,34.0,41067032005,410670320051
9163479,40515539,5.0,56.0,1.0,104.0,39.0,4.0,9.0,38.0,41051002100,410510021001
4778126,40717428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41051005900,410510059002
8941726,40574150,7.0,68.0,0.0,69.0,49.0,5.0,9.0,46.0,41051010600,410510106002
8945179,1273851432,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,41067033200,410670332002
9010098,3684869872,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,41005023902,410050239021
4221384,3775588997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,41067030801,410670308014
10109878,3684534985,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,41005023902,410050239023
9022520,2635941423,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,41005023902,410050239023
1026380,38767900,0.0,3.0,1.0,6.0,1.0,0.0,0.0,15.0,41067032604,410670326044
8389876,38771814,1.0,1.0,2.0,5.0,2.0,0.0,0.0,28.0,41067030900,410670309001
1463924,38815239,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,41067031606,410670316062
9597448,40536579,7.0,58.0,0.0,61.0,46.0,5.0,8.0,48.0,41051005600,410510056001
6714737,40648280,9.0,59.0,1.0,79.0,43.0,4.0,7.0,40.0,41051005000,410510050001
1015857,40689970,8.0,54.0,1.0,78.0,36.0,4.0,6.0,37.0,41051005000,410510050001
7741364,40675759,9.0,53.0,0.0,79.0,38.0,4.0,6.0,38.0,41051005000,410510050001
9370710,4190739330,3.0,17.0,1.0,35.0,14.0,1.0,2.0,25.0,41051002203,410510022033
7762375,38788469,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,41067031703,410670317033
4207602,37521862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,41005022107,410050221071
1019038,1237651011,1.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,41005021400,410050214003
9022543,37540279,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,41005023901,410050239011
7762568,37303487,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,41005024400,410050244001
7761232,37600249,0.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,41005022605,410050226052
6652883,37486147,1.0,0.0,0.0,12.0,2.0,1.0,1.0,13.0,41005021602,410050216021
4646764,1327794609,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,53011041323,530110413232
9670040,47403308,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,53011041329,530110413291
7968828,444129619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41051007000,410510070004
7762580,3680772386,0.0,2.0,0.0,2.0,3.0,0.0,0.0,21.0,41067031402,410670314022
4384235,3759115763,0.0,2.0,0.0,2.0,3.0,0.0,0.0,21.0,41067031402,410670314022
9381208,40466112,2.0,4.0,0.0,9.0,2.0,0.0,0.0,22.0,41051000200,410510002001
4222428,4604792285,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53011041010,530110410102
6412636,40466414,1.0,4.0,0.0,19.0,9.0,1.0,2.0,27.0,41051003402,410510034023
9348978,40466417,1.0,4.0,0.0,19.0,9.0,1.0,2.0,30.0,41051003402,410510034023
8851613,1040689365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,41005022208,410050222081
4211364,37461079,3.0,0.0,0.0,9.0,1.0,1.0,1.0,13.0,41005021602,410050216023
9086833,40539366,0.0,23.0,0.0,13.0,14.0,1.0,2.0,40.0,41051005900,410510059001
9163727,40501938,7.0,12.0,0.0,71.0,19.0,0.0,3.0,31.0,41051001201,410510012014
9923683,40501938,7.0,12.0,0.0,71.0,19.0,0.0,3.0,31.0,41051001201,410510012014
1556117,40578077,0.0,3.0,0.0,8.0,0.0,0.0,0.0,29.0,41051010100,410510101004
7762431,2041160273,0.0,1.0,0.0,10.0,2.0,0.0,0.0,22.0,41051010408,410510104083
4221542,3815157309,0.0,0.0,0.0,2.0,2.0,0.0,0.0,35.0,41067031706,410670317061
8766219,40460108,3.0,48.0,1.0,56.0,25.0,3.0,7.0,32.0,41051002303,410510023032
9657701,40542408,2.0,42.0,1.0,57.0,20.0,1.0,6.0,33.0,41051002303,410510023032
6717037,38766103,0.0,0.0,0.0,2.0,1.0,0.0,0.0,35.0,41067032104,410670321042
7762074,1285520184,0.0,0.0,0.0,1.0,3.0,0.0,1.0,72.0,41067031813,410670318132
7761602,454071924,1.0,0.0,0.0,2.0,1.0,0.0,0.0,26.0,41051009102,410510091023
1330182,4626989652,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,53011040412,530110404122
7761943,1270617143,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,53011041110,530110411103
4393252,4190742956,0.0,1.0,0.0,3.0,1.0,0.0,0.0,36.0,41067032005,410670320052
7768328,38883070,0.0,0.0,0.0,3.0,1.0,0.0,0.0,76.0,41067032407,410670324071
8941434,251032503,0.0,1.0,0.0,2.0,1.0,0.0,0.0,55.0,41067031609,410670316094
9064043,38757742,0.0,2.0,0.0,5.0,3.0,0.0,0.0,66.0,41067032607,410670326071
9594668,38757742,0.0,2.0,0.0,5.0,3.0,0.0,0.0,67.0,41067032607,410670326071
5607691,561133669,0.0,2.0,0.0,5.0,3.0,0.0,0.0,64.0,41067032607,410670326071
7769478,2041230020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,41051010408,410510104081
4202812,1227351961,0.0,1.0,0.0,8.0,4.0,0.0,0.0,28.0,41067031617,410670316171
7768974,675031695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41067031617,410670316174
9354441,3669458883,8.0,48.0,0.0,73.0,34.0,4.0,6.0,36.0,41051005100,410510051001
9637675,40601534,7.0,28.0,0.0,59.0,29.0,2.0,4.0,31.0,41051004900,410510049001
4221681,1771934539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,41067030805,410670308052
9701423,1291267195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41067032001,410670320011
7761733,1421414580,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,41051010408,410510104083
4771420,40621283,8.0,72.0,1.0,74.0,50.0,4.0,8.0,40.0,41051005100,410510051001
1557012,40528464,7.0,63.0,0.0,66.0,49.0,5.0,9.0,47.0,41051005600,410510056004
7769035,4190433624,0.0,0.0,0.0,8.0,3.0,0.0,0.0,26.0,41005020304,410050203043
4781445,37482603,0.0,0.0,0.0,13.0,1.0,0.0,0.0,18.0,41005024400,410050244003
8209463,40518410,7.0,40.0,0.0,69.0,29.0,4.0,6.0,33.0,41051005000,410510050001
8284310,40518437,7.0,27.0,0.0,59.0,27.0,1.0,4.0,31.0,41051004900,410510049001
9623439,40518437,7.0,27.0,0.0,59.0,27.0,1.0,4.0,31.0,41051004900,410510049001
8832564,1525534820,4.0,0.0,0.0,6.0,2.0,0.0,0.0,19.0,41051004200,410510042002
4350220,37385981,0.0,0.0,0.0,4.0,1.0,0.0,0.0,15.0,41005022904,410050229041
4719008,4672876131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,41005022904,410050229041
4568230,37579062,0.0,0.0,0.0,4.0,1.0,0.0,0.0,12.0,41005022907,410050229072
7050936,40557104,3.0,4.0,1.0,9.0,7.0,0.0,0.0,19.0,41051008202,410510082021
4222020,4381816538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,41067031006,410670310064
8289061,40523302,1.0,0.0,0.0,2.0,1.0,0.0,0.0,32.0,41051009905,410510099051
7762295,2040993141,1.0,0.0,0.0,2.0,1.0,0.0,0.0,33.0,41051009905,410510099052
4607488,40602963,2.0,0.0,0.0,2.0,1.0,0.0,0.0,22.0,41051009102,410510091023
4558346,1392923465,2.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,41051009102,410510091023
6562733,607990914,1.0,0.0,0.0,3.0,1.0,0.0,0.0,30.0,41051009904,410510099041
7761261,40543950,0.0,0.0,0.0,6.0,1.0,0.0,0.0,21.0,41051010409,410510104091
8766235,40466219,2.0,5.0,0.0,22.0,8.0,1.0,2.0,29.0,41051003502,410510035021
9608927,40518444,7.0,23.0,0.0,57.0,24.0,1.0,4.0,29.0,41051004900,410510049001
9594521,40474179,7.0,22.0,0.0,57.0,24.0,1.0,4.0,29.0,41051005000,410510050001
8898468,40474179,7.0,22.0,0.0,57.0,24.0,1.0,4.0,29.0,41051005000,410510050001
7762511,1370354825,0.0,0.0,1.0,4.0,2.0,0.0,0.0,39.0,41005021700,410050217003
4222216,1233263557,1.0,44.0,0.0,35.0,32.0,1.0,4.0,46.0,41051005700,410510057003
9161047,894129783,0.0,14.0,0.0,2.0,5.0,1.0,0.0,32.0,41051005900,410510059001
8123520,40580331,0.0,4.0,1.0,18.0,4.0,0.0,0.0,17.0,41051010001,410510100012
4686351,3772832496,0.0,1.0,0.0,6.0,3.0,0.0,0.0,50.0,41067032607,410670326071
4456671,4257182925,0.0,0.0,0.0,13.0,1.0,0.0,0.0,13.0,41005024400,410050244001
7761969,38807028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,41067030803,410670308031
8764968,2076779322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,41051009501,410510095012
8894746,40559856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,41051009501,410510095011
8767691,40467133,6.0,15.0,0.0,40.0,20.0,1.0,0.0,25.0,41051004900,410510049001
7761407,38747306,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,41067031512,410670315123
7762567,37487746,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,41005022108,410050221082
10294486,37372083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,41005022901,410050229011
7762455,3777722235,0.0,1.0,0.0,4.0,3.0,0.0,0.0,27.0,41067032608,410670326081
4747860,40573791,4.0,0.0,1.0,0.0,3.0,1.0,0.0,29.0,41051006502,410510065021
4618082,1652256829,0.0,3.0,0.0,10.0,0.0,0.0,0.0,30.0,41051010100,410510101002
1533721,1421380254,0.0,0.0,0.0,8.0,0.0,0.0,0.0,27.0,41051010405,410510104051
4203533,1419556109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41051010306,410510103063
4221470,1042219510,0.0,1.0,1.0,6.0,1.0,1.0,1.0,15.0,41005022205,410050222051
7768660,264697967,0.0,1.0,1.0,7.0,1.0,0.0,1.0,12.0,41005022107,410050221072
1421136,475332909,0.0,1.0,1.0,4.0,1.0,0.0,0.0,11.0,41005022107,410050221072
6289648,38835882,0.0,1.0,0.0,2.0,1.0,0.0,0.0,40.0,41067032003,410670320031
9380955,1319774772,3.0,2.0,0.0,5.0,1.0,0.0,0.0,32.0,41051000200,410510002004
4437466,37521465,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,41005024400,410050244002
7768317,349390016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,41067030101,410670301013
7770411,1288277450,0.0,0.0,0.0,2.0,3.0,0.0,1.0,57.0,41067031813,410670318131
4233230,2523776768,0.0,0.0,0.0,9.0,4.0,0.0,1.0,31.0,41067031616,410670316161
9277653,40577097,6.0,12.0,0.0,39.0,20.0,1.0,0.0,24.0,41051004900,410510049001
9804291,1342584516,7.0,1.0,1.0,39.0,9.0,0.0,0.0,14.0,41051002702,410510027021
9598198,40623338,7.0,1.0,1.0,37.0,9.0,0.0,0.0,14.0,41051002702,410510027021
7968139,349585604,0.0,0.0,0.0,1.0,3.0,0.0,0.0,27.0,41067030102,410670301021
6908318,37389611,0.0,0.0,0.0,13.0,1.0,0.0,0.0,17.0,41005022710,410050227101
4221361,364618307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,41067032001,410670320011
9644581,40570076,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,41051005800,410510058002
9597639,1358486783,2.0,9.0,1.0,26.0,12.0,1.0,2.0,30.0,41051002203,410510022031
4221731,4617464931,0.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,53011041108,530110411083
4565624,3464791545,0.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,53011041108,530110411083
7761629,40521518,3.0,0.0,0.0,0.0,3.0,0.0,0.0,29.0,41051006602,410510066022
5822556,1505885179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,41005022707,410050227072
4334779,38850103,0.0,1.0,0.0,4.0,3.0,0.0,0.0,52.0,41067032607,410670326071
4221549,37462754,0.0,0.0,0.0,13.0,1.0,0.0,0.0,14.0,41005024400,410050244003
7762429,40524522,0.0,3.0,1.0,8.0,2.0,0.0,0.0,30.0,41051010002,410510100022
4203173,1698574624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,41005022605,410050226051
10147716,37509200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,41005022000,410050220001
7762156,4940054687,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,41067031512,410670315122
9170615,4227582400,4.0,2.0,0.0,19.0,12.0,2.0,2.0,30.0,41051003402,410510034021
9417145,4227582400,4.0,2.0,0.0,19.0,12.0,2.0,2.0,30.0,41051003402,410510034022
9849864,40378313,3.0,4.0,1.0,4.0,2.0,0.0,0.0,25.0,41051003801,410510038013
6417668,1505885196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,41005022710,410050227101
1557200,1386863856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,41051007201,410510072012
4813831,40517284,1.0,4.0,0.0,10.0,0.0,0.0,1.0,26.0,41051009801,410510098012
9161131,1382153525,2.0,32.0,1.0,60.0,13.0,1.0,1.0,31.0,41051002303,410510023032
9612879,40508565,9.0,72.0,1.0,78.0,51.0,4.0,9.0,44.0,41051005100,410510051002
9637825,40672003,4.0,28.0,0.0,63.0,21.0,0.0,4.0,42.0,41051001101,410510011011
10178698,40536576,7.0,62.0,0.0,69.0,52.0,4.0,8.0,47.0,41051010600,410510106002
6518588,1322865989,0.0,14.0,0.0,2.0,5.0,1.0,0.0,32.0,41051005900,410510059001
6719919,1322865989,0.0,14.0,0.0,2.0,5.0,1.0,0.0,32.0,41051005900,410510059001
8976983,1275007497,4.0,33.0,1.0,86.0,22.0,0.0,2.0,30.0,41051002100,410510021002
9378290,1227114120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,41067031514,410670315143
9049083,1426499160,0.0,2.0,0.0,5.0,3.0,0.0,0.0,68.0,41067032607,410670326071
9372342,40560904,2.0,9.0,1.0,27.0,12.0,1.0,2.0,25.0,41051002203,410510022031
10050353,40488655,7.0,0.0,1.0,29.0,6.0,0.0,0.0,14.0,41051003000,410510030003
9066149,47276922,0.0,6.0,0.0,20.0,12.0,0.0,1.0,0.0,53011042500,530110425002
9103743,3658364077,8.0,1.0,1.0,66.0,9.0,0.0,0.0,19.0,41051002502,410510025022
